Age_Group,Gender,City_Tier,Occupation,Platform,Gamer_Identity,Mechanical_Keyboard,Setup_Value,Preferred_Aesthetic,Keycap_Material,Color_Theme,Aesthetic_Importance,Interested_Keycaps,Interested_Cables,Interested_DeskMat,Interested_RGB,Discount_Preference,Expected_Spending,Purchase_Interest
40+,Male,Tier 1,Content Creator,Mobile,2,Yes,2L+,Professional,Not Sure,Anime,5,1,0,0,1,Free Accessory,3275.0,Neutral
40+,Male,Tier 2,Content Creator,PC,2,No,20k-50k,Professional,Not Sure,RGB,3,0,1,1,1,10-20%,2681.0,Unlikely
21-25,Female,Tier 1,Student,PC,5,No,<20k,Anime,Metal,Dark,4,0,1,0,1,20-30%,3658.0,Neutral
21-25,Male,Tier 3,Freelancer,PC,3,No,2L+,Professional,Not Sure,Custom,1,0,1,0,1,5-10%,2825.0,Very unlikely
26-30,Female,Tier 2,Freelancer,Mobile,2,Yes,1L-2L,RGB,PBT,White,5,1,1,1,1,10-20%,2967.0,Neutral
16-20,Male,Tier 1,Working Professional,PC,4,No,50k-1L,Professional,ABS,Anime,4,0,0,0,0,20-30%,4089.0,Unlikely
40+,Male,Tier 2,Freelancer,Mobile,2,Yes,2L+,RGB,Metal,Dark,2,1,0,1,1,10-20%,2571.0,Unlikely
16-20,Male,Tier 2,Student,PC,2,Yes,2L+,Anime,Not Sure,White,3,0,0,0,1,20-30%,2738.0,Very unlikely
16-20,Male,Tier 2,Content Creator,PC,2,No,2L+,Anime,Not Sure,Custom,4,0,1,0,1,Bundle,2984.0,Unlikely
26-30,Female,Tier 1,Content Creator,PC,5,No,2L+,Anime,PBT,Custom,5,0,0,1,1,20-30%,3958.0,Neutral
40+,Male,Tier 3,Student,Console,2,No,1L-2L,Gaming,ABS,Anime,5,0,0,0,0,Free Accessory,3279.0,Unlikely
40+,Male,Tier 3,Freelancer,PC,2,No,1L-2L,Professional,PBT,Custom,2,1,0,0,1,20-30%,2027.0,Unlikely
31-40,Male,Tier 2,Freelancer,PC,5,Yes,50k-1L,Minimal,Metal,Custom,2,0,1,1,1,10-20%,3863.0,Unlikely
16-20,Male,Rural,Student,Multiple,3,No,1L-2L,Minimal,Not Sure,White,4,0,0,1,1,Bundle,3777.0,Unlikely
16-20,Male,Tier 1,Working Professional,Mobile,1,Yes,1L-2L,Anime,Not Sure,White,1,1,1,1,1,Bundle,1651.0,Very unlikely
21-25,Male,Tier 2,Content Creator,PC,5,No,<20k,Professional,Not Sure,Anime,5,1,0,0,0,20-30%,4266.0,Likely
31-40,Prefer not to say,Tier 2,Student,PC,5,No,<20k,RGB,PBT,Dark,1,0,0,0,0,10-20%,2784.0,Unlikely
21-25,Male,Tier 2,Student,Mobile,2,No,20k-50k,Minimal,PBT,Anime,1,0,1,1,0,Bundle,2514.0,Very unlikely
21-25,Female,Tier 2,Freelancer,PC,2,No,50k-1L,Anime,ABS,RGB,4,1,0,0,0,20-30%,3645.0,Unlikely
21-25,Male,Tier 1,Content Creator,PC,1,No,<20k,Minimal,Metal,Custom,3,1,1,0,0,20-30%,2245.0,Unlikely
26-30,Male,Tier 1,Freelancer,Mobile,2,No,50k-1L,Minimal,ABS,Dark,3,0,1,0,1,20-30%,1568.0,Unlikely
26-30,Male,Tier 1,Student,Mobile,4,Yes,50k-1L,Minimal,ABS,White,3,1,0,0,0,Bundle,4159.0,Neutral
21-25,Male,Tier 1,Working Professional,Console,2,Yes,2L+,Anime,Not Sure,RGB,2,1,1,0,0,5-10%,2997.0,Unlikely
31-40,Male,Tier 2,Content Creator,PC,2,No,50k-1L,Anime,PBT,RGB,5,0,1,1,1,10-20%,4266.0,Unlikely
16-20,Male,Tier 1,Student,PC,4,No,2L+,Gaming,Metal,Custom,2,0,1,1,0,Free Accessory,2535.0,Unlikely
31-40,Male,Tier 1,Student,Mobile,1,Yes,20k-50k,Gaming,ABS,White,5,0,1,0,0,Free Accessory,2404.0,Unlikely
40+,Male,Tier 2,Working Professional,PC,4,Yes,20k-50k,Gaming,Metal,Dark,5,1,0,0,0,10-20%,3690.0,Neutral
26-30,Male,Tier 2,Student,Console,5,No,20k-50k,Minimal,Not Sure,White,5,0,1,0,0,5-10%,4506.0,Neutral
16-20,Prefer not to say,Tier 3,Student,Console,4,No,2L+,Professional,ABS,Custom,4,0,1,1,1,10-20%,2833.0,Neutral
16-20,Male,Tier 2,Content Creator,PC,3,Yes,2L+,Anime,PBT,RGB,3,0,0,1,0,20-30%,2607.0,Unlikely
40+,Male,Tier 1,Content Creator,Multiple,5,Yes,20k-50k,Gaming,ABS,Custom,2,1,0,1,0,10-20%,3962.0,Neutral
40+,Male,Tier 3,Content Creator,Mobile,2,No,2L+,Professional,Not Sure,Anime,2,0,0,1,0,10-20%,2248.0,Very unlikely
21-25,Male,Tier 2,Freelancer,Mobile,5,No,1L-2L,Gaming,ABS,RGB,4,0,1,1,0,Bundle,5050.0,Neutral
26-30,Male,Tier 1,Working Professional,PC,1,Yes,1L-2L,Gaming,Not Sure,Custom,5,1,1,0,0,Free Accessory,2246.0,Neutral
26-30,Male,Tier 2,Content Creator,PC,1,Yes,2L+,Professional,ABS,Dark,3,1,1,0,1,Free Accessory,2169.0,Unlikely
31-40,Male,Tier 3,Freelancer,Console,4,No,2L+,Gaming,Metal,Dark,1,0,1,0,0,20-30%,3491.0,Unlikely
21-25,Male,Tier 1,Freelancer,PC,5,No,<20k,Minimal,PBT,Dark,1,0,0,0,0,20-30%,4720.0,Unlikely
21-25,Male,Tier 1,Working Professional,Multiple,2,No,<20k,Minimal,Not Sure,Anime,4,0,0,1,1,Bundle,3542.0,Unlikely
21-25,Male,Tier 1,Working Professional,PC,1,No,50k-1L,Minimal,Metal,White,3,1,1,0,1,20-30%,2967.0,Unlikely
21-25,Male,Tier 1,Student,Console,2,Yes,50k-1L,RGB,Not Sure,Dark,1,0,1,0,0,5-10%,3523.0,Very unlikely
26-30,Male,Tier 2,Freelancer,PC,3,No,50k-1L,Gaming,ABS,Anime,1,0,1,0,1,Bundle,2188.0,Very unlikely
26-30,Male,Tier 2,Content Creator,Mobile,1,No,20k-50k,RGB,Not Sure,Dark,2,1,1,0,0,Bundle,3166.0,Very unlikely
21-25,Female,Tier 1,Working Professional,PC,4,Yes,1L-2L,Anime,Not Sure,Anime,3,1,0,1,0,10-20%,2699.0,Neutral
31-40,Male,Tier 3,Freelancer,PC,3,No,20k-50k,Professional,PBT,Dark,1,0,0,1,0,10-20%,3218.0,Very unlikely
16-20,Male,Tier 3,Content Creator,PC,5,No,2L+,Anime,Metal,White,2,1,0,0,0,5-10%,3808.0,Neutral
16-20,Male,Tier 2,Freelancer,Mobile,2,Yes,<20k,RGB,ABS,Custom,3,0,0,0,1,Bundle,3216.0,Very unlikely
31-40,Female,Tier 3,Working Professional,PC,1,Yes,2L+,Minimal,PBT,Dark,5,0,1,0,1,Bundle,3756.0,Unlikely
21-25,Male,Tier 1,Student,Multiple,3,Yes,2L+,Gaming,Not Sure,Custom,3,1,0,0,1,10-20%,3401.0,Unlikely
26-30,Male,Tier 2,Freelancer,Mobile,3,Yes,<20k,Gaming,PBT,Dark,4,1,1,1,1,Free Accessory,3139.0,Neutral
16-20,Male,Tier 2,Content Creator,PC,1,No,2L+,Minimal,Not Sure,White,2,1,0,1,0,Free Accessory,1690.0,Very unlikely
40+,Male,Tier 3,Working Professional,Mobile,5,No,50k-1L,Gaming,ABS,Custom,5,1,0,0,0,10-20%,4268.0,Likely
40+,Male,Tier 3,Student,PC,5,No,<20k,Professional,Not Sure,Anime,2,0,1,0,0,20-30%,4282.0,Unlikely
31-40,Male,Tier 1,Content Creator,Multiple,4,Yes,2L+,Professional,PBT,Dark,2,1,0,1,1,Bundle,4599.0,Unlikely
21-25,Female,Tier 3,Content Creator,Console,5,No,50k-1L,Professional,PBT,Dark,1,1,0,1,0,5-10%,4266.0,Unlikely
16-20,Male,Tier 1,Content Creator,PC,4,No,50k-1L,Anime,Not Sure,Anime,3,0,0,0,0,Free Accessory,3517.0,Unlikely
21-25,Female,Tier 3,Freelancer,PC,3,No,1L-2L,Minimal,Metal,White,2,0,0,0,0,20-30%,3079.0,Very unlikely
16-20,Prefer not to say,Rural,Working Professional,PC,1,Yes,50k-1L,Professional,PBT,RGB,2,0,1,0,1,Bundle,1941.0,Very unlikely
31-40,Male,Tier 1,Content Creator,Multiple,5,Yes,20k-50k,RGB,Metal,Dark,4,1,0,1,1,20-30%,3210.0,Neutral
31-40,Male,Tier 2,Freelancer,PC,4,Yes,<20k,Professional,Metal,Anime,4,0,0,1,1,Bundle,4026.0,Unlikely
40+,Male,Tier 1,Working Professional,Mobile,3,No,<20k,Anime,Metal,RGB,4,1,0,1,1,Bundle,4451.0,Neutral
21-25,Male,Tier 2,Working Professional,PC,5,No,<20k,RGB,Metal,Dark,2,1,1,1,0,10-20%,3607.0,Neutral
40+,Male,Tier 2,Freelancer,Multiple,2,No,2L+,Minimal,PBT,Custom,5,1,1,1,0,10-20%,3957.0,Neutral
21-25,Female,Tier 2,Freelancer,PC,3,No,2L+,Minimal,PBT,Anime,3,1,0,0,0,5-10%,3916.0,Unlikely
40+,Female,Tier 3,Content Creator,Console,5,No,20k-50k,Professional,Metal,Custom,2,0,0,0,0,5-10%,3410.0,Unlikely
26-30,Male,Tier 2,Working Professional,Console,3,No,50k-1L,RGB,PBT,White,1,0,0,0,1,20-30%,3433.0,Very unlikely
26-30,Male,Tier 2,Student,Mobile,1,No,2L+,RGB,Metal,RGB,5,0,1,0,0,10-20%,2519.0,Unlikely
26-30,Female,Tier 3,Freelancer,PC,1,No,50k-1L,Professional,Metal,Anime,5,0,0,1,0,Bundle,2364.0,Unlikely
26-30,Prefer not to say,Rural,Working Professional,PC,1,Yes,50k-1L,Professional,Metal,Dark,3,0,0,0,1,10-20%,3706.0,Very unlikely
16-20,Female,Tier 1,Working Professional,PC,2,No,2L+,Gaming,Not Sure,Dark,5,1,1,1,0,Bundle,2454.0,Neutral
26-30,Male,Rural,Content Creator,Mobile,1,Yes,2L+,Gaming,ABS,RGB,3,1,1,1,0,10-20%,3190.0,Unlikely
31-40,Male,Tier 1,Student,PC,2,Yes,20k-50k,Professional,PBT,Custom,5,1,1,0,1,Bundle,2778.0,Neutral
31-40,Male,Tier 3,Content Creator,Console,1,No,1L-2L,Anime,PBT,Custom,3,1,0,0,1,20-30%,1529.0,Unlikely
16-20,Male,Tier 1,Student,PC,3,No,<20k,Gaming,Metal,Anime,4,0,0,0,0,10-20%,4439.0,Unlikely
26-30,Male,Tier 1,Student,Mobile,5,Yes,2L+,Professional,Not Sure,Anime,4,1,0,0,0,Free Accessory,3803.0,Neutral
26-30,Male,Tier 2,Freelancer,Multiple,5,No,2L+,RGB,Not Sure,Custom,5,1,1,0,0,Free Accessory,3377.0,Likely
26-30,Male,Tier 2,Working Professional,Console,1,No,50k-1L,Gaming,PBT,Anime,5,1,0,0,0,Bundle,3261.0,Unlikely
40+,Male,Tier 1,Working Professional,PC,5,No,1L-2L,Anime,Metal,Custom,3,1,0,1,0,20-30%,4538.0,Neutral
21-25,Male,Tier 1,Working Professional,PC,1,No,2L+,Minimal,PBT,RGB,3,1,1,1,1,Bundle,3154.0,Unlikely
40+,Male,Tier 2,Student,PC,1,No,1L-2L,RGB,Metal,Anime,2,1,1,1,0,20-30%,2035.0,Very unlikely
21-25,Male,Tier 3,Working Professional,PC,4,No,<20k,Anime,Metal,Custom,4,0,0,0,0,5-10%,3785.0,Unlikely
26-30,Male,Tier 1,Freelancer,Mobile,4,No,50k-1L,Anime,ABS,Anime,2,0,1,1,0,10-20%,3351.0,Unlikely
26-30,Male,Tier 1,Student,Console,4,No,20k-50k,Anime,Metal,Dark,2,1,0,0,0,20-30%,3688.0,Unlikely
40+,Female,Tier 2,Student,Multiple,2,Yes,<20k,RGB,ABS,Dark,1,1,0,0,0,Bundle,1967.0,Very unlikely
40+,Male,Tier 1,Student,PC,4,No,1L-2L,Anime,PBT,White,3,1,0,1,0,5-10%,3418.0,Neutral
21-25,Male,Tier 3,Student,Mobile,1,Yes,1L-2L,Minimal,PBT,Custom,1,1,1,1,0,Bundle,2056.0,Very unlikely
31-40,Male,Tier 3,Freelancer,Console,3,No,<20k,Gaming,Not Sure,White,1,1,0,0,0,Free Accessory,3566.0,Unlikely
21-25,Female,Tier 2,Working Professional,Console,4,Yes,1L-2L,RGB,ABS,Custom,2,0,1,0,0,Free Accessory,3705.0,Unlikely
40+,Male,Tier 1,Freelancer,PC,4,No,20k-50k,Anime,PBT,Anime,1,0,1,1,1,10-20%,2450.0,Unlikely
40+,Male,Tier 3,Working Professional,Console,3,No,20k-50k,Professional,ABS,Custom,3,1,1,1,1,10-20%,3402.0,Unlikely
16-20,Male,Tier 2,Freelancer,Console,1,Yes,1L-2L,Gaming,PBT,Dark,2,0,1,1,0,5-10%,1685.0,Very unlikely
40+,Male,Tier 3,Content Creator,Mobile,2,No,1L-2L,RGB,ABS,Anime,3,1,0,1,0,Free Accessory,2784.0,Unlikely
16-20,Male,Tier 2,Content Creator,Multiple,4,Yes,20k-50k,Professional,ABS,Dark,5,1,1,1,0,20-30%,4731.0,Neutral
31-40,Male,Tier 3,Content Creator,PC,3,No,1L-2L,Professional,Metal,Anime,1,0,0,1,0,Free Accessory,3031.0,Very unlikely
21-25,Female,Tier 2,Content Creator,PC,1,No,2L+,Anime,PBT,Custom,2,0,0,0,0,10-20%,2265.0,Very unlikely
21-25,Male,Tier 2,Student,Console,5,Yes,50k-1L,RGB,Not Sure,Custom,4,0,0,1,0,Bundle,4522.0,Neutral
16-20,Female,Rural,Student,Console,2,No,2L+,Anime,Metal,Dark,3,0,0,0,1,5-10%,3141.0,Very unlikely
21-25,Female,Tier 2,Freelancer,PC,3,Yes,1L-2L,Minimal,Not Sure,RGB,1,1,1,0,0,Free Accessory,2589.0,Unlikely
40+,Male,Tier 2,Freelancer,Mobile,3,No,1L-2L,Professional,ABS,Custom,3,0,1,1,1,20-30%,3408.0,Unlikely
26-30,Female,Tier 1,Content Creator,Multiple,3,No,50k-1L,Minimal,Metal,RGB,3,0,0,1,1,20-30%,1889.0,Unlikely
16-20,Male,Tier 2,Working Professional,Multiple,4,Yes,1L-2L,Anime,ABS,Anime,5,0,0,1,1,20-30%,4558.0,Neutral
21-25,Male,Tier 2,Content Creator,PC,5,No,50k-1L,Gaming,PBT,RGB,3,1,0,0,1,5-10%,4638.0,Neutral
16-20,Male,Tier 1,Freelancer,Mobile,2,No,20k-50k,Professional,PBT,Dark,5,1,1,0,1,20-30%,3524.0,Neutral
16-20,Male,Tier 1,Content Creator,Mobile,1,No,50k-1L,Gaming,Not Sure,White,5,1,1,1,1,20-30%,3760.0,Neutral
26-30,Male,Tier 2,Freelancer,Console,1,Yes,50k-1L,RGB,PBT,White,5,0,0,1,1,Free Accessory,2323.0,Unlikely
40+,Male,Tier 3,Content Creator,Console,5,No,2L+,Professional,Not Sure,Dark,1,0,0,0,1,5-10%,3244.0,Unlikely
16-20,Male,Tier 2,Working Professional,Mobile,3,Yes,1L-2L,Minimal,ABS,White,3,0,0,0,1,Bundle,3190.0,Unlikely
21-25,Male,Tier 1,Content Creator,Console,3,No,20k-50k,Gaming,Metal,Dark,3,1,1,1,0,Bundle,3849.0,Unlikely
31-40,Male,Tier 2,Working Professional,PC,3,Yes,<20k,RGB,PBT,Custom,5,0,0,1,0,20-30%,3186.0,Unlikely
16-20,Male,Tier 1,Working Professional,Console,3,No,50k-1L,Professional,ABS,RGB,3,0,1,1,1,10-20%,3117.0,Unlikely
16-20,Male,Tier 2,Freelancer,Console,3,Yes,<20k,RGB,Metal,White,3,1,1,0,1,5-10%,3289.0,Unlikely
26-30,Male,Tier 1,Working Professional,PC,5,No,1L-2L,Minimal,ABS,Custom,5,0,1,0,1,10-20%,4084.0,Neutral
40+,Female,Tier 1,Student,Multiple,4,No,50k-1L,Professional,Not Sure,White,4,0,0,1,0,5-10%,3551.0,Unlikely
31-40,Male,Tier 1,Student,Mobile,2,No,<20k,RGB,ABS,Anime,4,0,1,1,0,5-10%,1313.0,Unlikely
21-25,Female,Tier 1,Student,Mobile,3,No,2L+,Anime,Not Sure,Dark,5,0,1,1,1,Free Accessory,3101.0,Neutral
31-40,Male,Tier 1,Freelancer,PC,4,No,<20k,Professional,Not Sure,Dark,1,1,0,0,1,20-30%,3160.0,Unlikely
21-25,Male,Tier 1,Student,Mobile,1,No,2L+,Professional,PBT,Custom,3,1,0,0,1,Free Accessory,3023.0,Unlikely
40+,Male,Tier 2,Freelancer,PC,5,No,20k-50k,Professional,Not Sure,Anime,3,1,0,0,1,10-20%,3958.0,Neutral
21-25,Male,Tier 2,Freelancer,PC,4,No,1L-2L,Professional,Not Sure,RGB,4,0,1,1,1,10-20%,4465.0,Neutral
26-30,Male,Tier 1,Student,Console,3,No,<20k,Anime,ABS,Anime,5,0,1,1,1,Bundle,2709.0,Neutral
26-30,Female,Tier 3,Working Professional,PC,3,No,50k-1L,Minimal,Not Sure,Anime,1,1,0,1,0,Free Accessory,2527.0,Unlikely
26-30,Male,Tier 1,Content Creator,Console,3,Yes,1L-2L,Anime,Not Sure,RGB,5,0,1,0,0,Free Accessory,3761.0,Neutral
26-30,Female,Tier 2,Freelancer,PC,4,No,<20k,Anime,ABS,RGB,4,1,0,0,0,Free Accessory,3878.0,Neutral
31-40,Female,Tier 1,Student,PC,3,Yes,50k-1L,RGB,Metal,Anime,4,1,0,0,1,Bundle,4069.0,Neutral
40+,Female,Tier 1,Freelancer,PC,4,No,50k-1L,Gaming,PBT,White,3,0,1,1,1,Free Accessory,3000.0,Unlikely
21-25,Female,Tier 2,Working Professional,Multiple,3,No,50k-1L,Gaming,ABS,White,2,1,1,1,0,Free Accessory,3725.0,Unlikely
21-25,Male,Tier 2,Working Professional,Console,1,No,50k-1L,RGB,Not Sure,Anime,1,1,1,0,0,Free Accessory,1372.0,Very unlikely
26-30,Male,Tier 3,Student,Mobile,1,Yes,<20k,Anime,ABS,White,1,1,1,1,1,Free Accessory,1579.0,Very unlikely
26-30,Male,Tier 2,Freelancer,PC,2,Yes,20k-50k,RGB,Metal,RGB,2,1,0,1,0,10-20%,2626.0,Unlikely
16-20,Male,Rural,Content Creator,PC,3,No,2L+,Professional,ABS,RGB,4,1,0,0,0,20-30%,4305.0,Neutral
40+,Male,Tier 1,Content Creator,Multiple,3,No,2L+,RGB,ABS,White,5,1,1,0,0,10-20%,4154.0,Neutral
31-40,Female,Tier 1,Freelancer,PC,4,No,2L+,RGB,ABS,RGB,1,0,1,0,0,Free Accessory,4449.0,Unlikely
21-25,Male,Tier 1,Freelancer,PC,4,No,20k-50k,Professional,ABS,Dark,2,1,1,0,1,5-10%,3691.0,Unlikely
16-20,Male,Tier 1,Freelancer,Mobile,3,No,50k-1L,Gaming,Not Sure,RGB,3,1,0,0,1,5-10%,3323.0,Unlikely
16-20,Male,Tier 2,Student,PC,2,Yes,50k-1L,Professional,ABS,Anime,3,0,0,1,1,Bundle,2613.0,Very unlikely
21-25,Male,Tier 2,Working Professional,Mobile,3,No,1L-2L,Minimal,Metal,Custom,4,0,1,0,1,10-20%,3552.0,Unlikely
31-40,Male,Tier 1,Content Creator,Console,4,Yes,2L+,RGB,ABS,White,1,1,0,1,0,Bundle,4350.0,Unlikely
16-20,Female,Tier 3,Student,PC,3,No,2L+,RGB,ABS,White,5,0,0,1,0,Bundle,4196.0,Unlikely
16-20,Male,Tier 3,Freelancer,PC,4,Yes,50k-1L,Gaming,Not Sure,RGB,1,0,0,0,0,5-10%,3125.0,Very unlikely
40+,Male,Tier 1,Freelancer,PC,3,No,2L+,Anime,Not Sure,RGB,3,1,0,0,1,10-20%,3548.0,Unlikely
31-40,Male,Tier 1,Working Professional,Mobile,5,Yes,50k-1L,Professional,ABS,Custom,1,0,1,1,1,20-30%,3472.0,Unlikely
16-20,Male,Tier 1,Freelancer,Mobile,4,No,50k-1L,Anime,Not Sure,Custom,3,1,1,1,1,10-20%,3829.0,Neutral
31-40,Male,Tier 1,Student,PC,2,Yes,50k-1L,Minimal,Not Sure,Anime,2,1,1,1,1,Bundle,1850.0,Unlikely
21-25,Male,Tier 1,Student,PC,5,No,<20k,Professional,ABS,Dark,2,1,1,0,0,Free Accessory,2941.0,Neutral
26-30,Male,Tier 2,Working Professional,Mobile,3,No,<20k,Minimal,Not Sure,Anime,3,1,0,1,1,Bundle,3731.0,Unlikely
16-20,Male,Tier 1,Student,Console,4,Yes,<20k,Minimal,PBT,White,5,0,1,0,0,10-20%,4824.0,Neutral
40+,Male,Tier 1,Content Creator,PC,5,No,<20k,Minimal,PBT,RGB,5,1,1,0,0,5-10%,4547.0,Likely
21-25,Male,Rural,Student,PC,2,No,20k-50k,Professional,PBT,Anime,1,0,1,1,0,10-20%,2247.0,Very unlikely
31-40,Male,Tier 2,Student,PC,4,Yes,1L-2L,Professional,Not Sure,RGB,3,0,1,0,1,20-30%,3074.0,Unlikely
21-25,Male,Tier 3,Student,Mobile,5,Yes,1L-2L,Gaming,PBT,RGB,4,1,1,1,1,Free Accessory,3981.0,Neutral
16-20,Male,Tier 1,Content Creator,Multiple,5,No,50k-1L,RGB,Metal,Anime,5,1,0,1,0,Free Accessory,3605.0,Likely
31-40,Prefer not to say,Tier 1,Freelancer,PC,5,Yes,2L+,Anime,PBT,Anime,5,0,1,0,0,Bundle,4535.0,Neutral
26-30,Male,Tier 2,Student,Console,1,Yes,<20k,Anime,Metal,Custom,2,1,0,0,1,10-20%,2699.0,Very unlikely
21-25,Male,Tier 1,Working Professional,PC,3,Yes,1L-2L,Minimal,Not Sure,Dark,5,1,0,1,1,5-10%,4133.0,Neutral
16-20,Male,Tier 1,Content Creator,PC,4,No,1L-2L,Professional,PBT,Custom,5,1,0,0,1,20-30%,3876.0,Neutral
40+,Male,Tier 2,Working Professional,PC,4,No,<20k,Professional,Metal,Dark,5,0,0,0,1,Bundle,3694.0,Neutral
31-40,Male,Tier 2,Student,Mobile,4,Yes,20k-50k,Minimal,Not Sure,Anime,3,0,0,1,0,10-20%,3566.0,Unlikely
21-25,Male,Tier 2,Working Professional,Console,5,No,20k-50k,RGB,PBT,Dark,3,0,0,0,0,5-10%,3050.0,Unlikely
21-25,Prefer not to say,Tier 2,Student,Console,3,No,1L-2L,Anime,ABS,White,2,0,1,1,0,10-20%,3029.0,Unlikely
26-30,Male,Tier 2,Content Creator,PC,2,Yes,20k-50k,Gaming,PBT,Custom,1,1,0,1,0,5-10%,1823.0,Very unlikely
26-30,Male,Tier 1,Working Professional,PC,4,Yes,<20k,RGB,PBT,Custom,5,1,1,0,0,10-20%,4290.0,Neutral
40+,Male,Tier 1,Working Professional,PC,3,No,1L-2L,Professional,PBT,Custom,1,0,0,1,0,10-20%,3248.0,Very unlikely
40+,Male,Tier 1,Student,Mobile,3,No,<20k,Minimal,ABS,RGB,3,0,0,0,1,Bundle,2845.0,Unlikely
16-20,Male,Tier 1,Student,PC,1,Yes,20k-50k,Anime,Metal,RGB,5,0,0,1,0,10-20%,2992.0,Unlikely
16-20,Male,Rural,Freelancer,Mobile,4,No,<20k,Minimal,Metal,Anime,1,0,1,0,1,10-20%,3280.0,Unlikely
40+,Female,Tier 2,Student,PC,5,No,20k-50k,Professional,ABS,Anime,1,0,0,1,1,Bundle,3998.0,Unlikely
40+,Male,Tier 2,Student,PC,3,Yes,20k-50k,Minimal,PBT,RGB,4,1,0,1,0,Bundle,4241.0,Neutral
31-40,Male,Tier 1,Freelancer,Console,3,No,<20k,Anime,PBT,Custom,3,0,1,0,1,Free Accessory,3147.0,Unlikely
26-30,Female,Tier 1,Student,PC,2,No,20k-50k,Minimal,PBT,RGB,2,0,0,0,0,Free Accessory,2250.0,Very unlikely
16-20,Male,Tier 1,Student,PC,1,No,50k-1L,Anime,Metal,Dark,2,1,0,0,0,Bundle,2121.0,Very unlikely
26-30,Prefer not to say,Tier 1,Freelancer,PC,3,No,<20k,Minimal,Metal,Custom,4,1,0,0,1,20-30%,3484.0,Neutral
26-30,Male,Tier 1,Content Creator,Mobile,3,Yes,50k-1L,Minimal,ABS,RGB,1,1,1,0,1,5-10%,2255.0,Unlikely
40+,Female,Tier 3,Content Creator,Mobile,5,No,<20k,Anime,Not Sure,Anime,4,0,0,0,1,Bundle,3668.0,Neutral
31-40,Male,Tier 2,Student,PC,5,No,20k-50k,Minimal,ABS,RGB,4,1,0,0,1,Free Accessory,5442.0,Neutral
21-25,Female,Tier 2,Student,Console,2,No,20k-50k,RGB,Metal,White,3,0,1,0,1,10-20%,3983.0,Unlikely
31-40,Prefer not to say,Tier 2,Freelancer,PC,2,Yes,1L-2L,Gaming,PBT,RGB,5,0,1,0,1,Bundle,4272.0,Unlikely
31-40,Male,Tier 3,Freelancer,PC,2,No,1L-2L,RGB,PBT,Custom,1,1,0,1,1,Bundle,1797.0,Very unlikely
26-30,Prefer not to say,Tier 1,Content Creator,PC,5,Yes,50k-1L,Gaming,PBT,RGB,2,0,0,0,1,Free Accessory,3277.0,Unlikely
31-40,Male,Tier 1,Working Professional,Mobile,5,Yes,20k-50k,RGB,PBT,Anime,2,0,0,1,1,Free Accessory,3585.0,Unlikely
16-20,Male,Tier 1,Student,PC,1,Yes,1L-2L,Gaming,Not Sure,Dark,4,1,0,0,0,20-30%,2468.0,Unlikely
26-30,Male,Tier 3,Working Professional,PC,4,No,20k-50k,Minimal,ABS,White,4,1,1,0,0,Free Accessory,2575.0,Neutral
16-20,Male,Rural,Working Professional,PC,4,Yes,<20k,Anime,ABS,Custom,4,1,1,1,1,Free Accessory,3814.0,Neutral
21-25,Male,Tier 1,Freelancer,PC,1,No,1L-2L,Anime,Metal,Anime,1,1,1,1,1,Free Accessory,3267.0,Very unlikely
26-30,Male,Tier 3,Student,Mobile,4,Yes,50k-1L,Professional,ABS,White,4,1,0,0,1,10-20%,4976.0,Neutral
21-25,Male,Tier 3,Student,PC,5,Yes,1L-2L,Gaming,Not Sure,RGB,4,1,1,1,0,Bundle,4066.0,Neutral
26-30,Female,Tier 1,Freelancer,PC,4,Yes,20k-50k,Professional,Not Sure,White,5,1,1,0,0,Bundle,4225.0,Neutral
40+,Female,Tier 1,Working Professional,Mobile,5,Yes,2L+,Professional,Not Sure,Dark,1,1,0,1,1,Free Accessory,3183.0,Unlikely
31-40,Male,Tier 2,Freelancer,PC,1,No,2L+,Gaming,PBT,White,3,1,0,0,1,20-30%,3433.0,Unlikely
40+,Male,Rural,Content Creator,Mobile,2,No,20k-50k,Anime,Metal,White,3,1,0,1,1,Free Accessory,2416.0,Unlikely
21-25,Male,Tier 1,Student,Console,1,No,<20k,Gaming,Not Sure,RGB,5,0,0,0,1,20-30%,2710.0,Unlikely
31-40,Male,Tier 3,Content Creator,PC,4,No,1L-2L,Minimal,ABS,RGB,2,0,0,1,0,Bundle,3349.0,Unlikely
26-30,Male,Tier 1,Freelancer,Mobile,5,No,2L+,Professional,ABS,Custom,3,0,0,0,0,20-30%,3388.0,Unlikely
31-40,Male,Tier 2,Student,PC,4,No,<20k,Professional,ABS,RGB,1,1,1,1,1,20-30%,3249.0,Unlikely
16-20,Male,Tier 2,Content Creator,Console,4,Yes,20k-50k,Gaming,Not Sure,White,2,0,0,0,1,5-10%,3828.0,Unlikely
31-40,Prefer not to say,Tier 2,Content Creator,PC,2,No,<20k,Professional,Not Sure,Dark,4,0,0,0,0,20-30%,2354.0,Unlikely
16-20,Male,Tier 3,Working Professional,PC,4,No,20k-50k,Anime,ABS,RGB,1,0,1,0,0,20-30%,3297.0,Unlikely
31-40,Male,Tier 3,Student,Mobile,2,Yes,1L-2L,Professional,Not Sure,Custom,2,0,1,1,1,10-20%,3486.0,Very unlikely
